touch_id,first_msg,group_name,category,subcategory
10424248487944,验机费为什么要我出,回收宝验货宝技能组,其他,未分类
10424248511302,为什么验货发的照片，和我发出前的照片不一致,回收宝验货宝技能组,其他,未分类
10424248507753,你好,回收宝验货宝技能组,订单与物流类,物流追踪
10424248512215,13026404699,邮寄回收-回收宝,其他,未分类
10424248507772,订单号:2426681460683682879,邮寄回收-回收宝,订单与物流类,订单查询
10424248519403,查询退货快递信息,邮寄回收-回收宝,订单与物流类,订单查询
10424248513181,订单号:2424193358421682879,上门&到店回收-回收宝,订单与物流类,订单查询
10424248526623,上次那个验机报告你们工程师的失误，验机错误,回收宝验货宝技能组,其他,未分类
10424248523093,是的,上门&到店回收-回收宝,其他,未分类
10424248532038,我买的手机除了电池其他都是原装吗,回收宝验货宝技能组,其他,未分类
10424248535618,<img src='https://img.alicdn.com/imgextra/i2/3010092174/O1CN01TxEpbW1Rvk4Zpg70F_!!3010092174-0-alxm.jpg'>,邮寄回收-回收宝,其他,未分类
10424248532048,订单号:2429935140066682879,邮寄回收-回收宝,订单与物流类,订单查询
10424248544608,你好，我这个订单在购买前同卖家再三确认他必须走验货宝，我才同意购买，有聊天记录凭证。如果我确认收货，那么验货宝的费用谁支付。,回收宝验货宝技能组,订单与物流类,物流追踪
10424248540193,订单号:2430098942097026799,回收宝验货宝技能组,订单与物流类,订单查询
10424248551836,这个能开机吗。,一口价帮卖-回收宝,其他,未分类
10424248556335,你好，什么时候开始验货,回收宝验货宝技能组,其他,未分类
10424248590567,订单号:2427360351370682879,回收宝验货宝技能组,订单与物流类,订单查询
10424248567190,订单号:4183992793878612312,回收宝验货宝技能组,订单与物流类,订单查询
10424248567196,订单号:2426130555417682879,邮寄回收-回收宝,订单与物流类,订单查询
10424248583308,18665709639,回收宝验货宝技能组,其他,未分类
10424248578896,退回商品大概什么时候,邮寄回收-回收宝,其他,未分类
10424248606703,质检能稍微快点吗,邮寄回收-回收宝,其他,未分类
10424248597790,我要继续咨询,上门&到店回收-回收宝,其他,未分类
10424248609412,订单号:4189645191933683808,回收宝验货宝技能组,订单与物流类,订单查询
10424248599599,你好,回收宝验货宝技能组,订单与物流类,物流追踪
10424248602297,咋啊 ,邮寄回收-回收宝,其他,未分类
10424248610337,你好 我昨天要求不插卡 昨天客服给我打电话了 ,回收宝验货宝技能组,服务咨询类,政策咨询
10424248604100,订单号:2428455396924682879,上门&到店回收-回收宝,订单与物流类,订单查询
10424248618421,你好,回收宝验货宝技能组,订单与物流类,订单查询
10424248624701,人工客服,邮寄帮卖及鱼市-回收宝,服务咨询类,人工服务
10424248623817,订单号:2425866853870054695,回收宝验货宝技能组,订单与物流类,订单查询
10424248626558,你好，麻烦联系验货中心退回,回收宝验货宝技能组,其他,未分类
10424248634603,19578123479,回收宝验货宝技能组,其他,未分类
10424248642704,请问我的手机有没有复检,邮寄回收-回收宝,其他,未分类
10424248641838,订单号:2428773170900682879,上门&到店回收-回收宝,订单与物流类,订单查询
10424248639178,没有走件信息,回收宝验货宝技能组,其他,未分类
10424248639190,订单号:2430035439962573697,回收宝验货宝技能组,订单与物流类,订单查询
10424248643628,订单号:2428417742641422250,回收宝验货宝技能组,订单与物流类,订单查询
10424248638278,你好,回收宝验货宝技能组,订单与物流类,物流追踪
10424248655340,订单号:2427715308154682879,邮寄回收-回收宝,订单与物流类,订单查询
10424248655382,能不能当场给钱啊 ,邮寄回收-回收宝,其他,未分类
10424248655395,<img src='https://img.alicdn.com/imgextra/i1/4094481971/O1CN01IGI7wc1QQlfj3eZ6o_!!4094481971-0-alxm.jpg'>,上门&到店回收-回收宝,其他,未分类
10424248660780,订单号:2427985419270682879,邮寄帮卖及鱼市-回收宝,订单与物流类,订单查询
10424248658985,185806678.4,回收宝验货宝技能组,其他,未分类
10424248665253,请问回收华硕天选2怎么没有看到,上门&到店回收-回收宝,其他,未分类
10424248672408,手机摄像头这么大的声音你们为什么没检测出来,回收宝验货宝技能组,其他,未分类
10424248665293,请问我的手机什么时候退回,邮寄回收-回收宝,其他,未分类
10424248688639,哎，你好。,邮寄回收-回收宝,订单与物流类,订单与物流类-其他
10424248687763,我是买家，昨天咨询的验机问题,回收宝验货宝技能组,其他,未分类
10424248690457,是根本就没有修过,邮寄回收-回收宝,其他,未分类
10424248686896,订单号:2427486024020921050,回收宝验货宝技能组,订单与物流类,订单查询
10424248694927,你好,回收宝验货宝技能组,订单与物流类,订单查询
10424248705777,8C0QQD6Q4U,回收宝验货宝技能组,其他,未分类
10424248723736,你们昨天明明说跟专员联系，提高价格。,邮寄回收-回收宝,产品咨询类,产品价格
10424248715694,订单号:4187927916851337313,回收宝验货宝技能组,订单与物流类,订单查询
10424248730919,你好,回收宝验货宝技能组,订单与物流类,订单与物流类-其他
10424248738117,判定后盖换过的理由是什么,回收宝验货宝技能组,其他,未分类
10424248734548,人工,回收宝验货宝技能组,服务咨询类,人工服务
10424248797590,请退回我的货品,回收宝验货宝技能组,其他,未分类
10424248734596,请问什么时候退回,上门&到店回收-回收宝,其他,未分类
10424248747164,多会儿议价,邮寄回收-回收宝,其他,未分类
10424248751641,<img src='https://img.alicdn.com/imgextra/i3/2219041236658/O1CN01ZDc95D1z3Q24YJt4e_!!2219041236658-0-alxm.jpg'>,回收宝验货宝技能组,其他,未分类
10424248760612,怎么联系收,邮寄回收-回收宝,其他,未分类
10424248758874,我想改价,邮寄帮卖及鱼市-回收宝,其他,未分类
10424248754382,订单号:2426072055491682879,邮寄回收-回收宝,订单与物流类,订单查询
10424248757998,不用撕膜检测,回收宝验货宝技能组,其他,未分类
10424248771419,这个给出多钱,邮寄回收-回收宝,其他,未分类
10424248783115,订单号:2428809672875682879,邮寄回收-回收宝,订单与物流类,订单查询
10424248776867,订单号:2430265010810861878,回收宝验货宝技能组,订单与物流类,订单查询
10424248784016,订单号:2430785641178100154,回收宝验货宝技能组,订单与物流类,订单查询
10424248793026,订单号:2415576145309421959,回收宝验货宝技能组,订单与物流类,订单查询
10424248802903,可以帮忙加快催促质检吗,邮寄回收-回收宝,其他,未分类
10424248803805,你好请尽快复检，复检完成前不要给我打电话确认结果了,邮寄回收-回收宝,其他,未分类
10424248803817,订单号:2423926202478682879,上门&到店回收-回收宝,订单与物流类,订单查询
10424248805611,什么时候能验货,回收宝验货宝技能组,其他,未分类
10424248813740,不需要撕膜检测,回收宝验货宝技能组,其他,未分类
10424248822716,你好,邮寄回收-回收宝,问候语,问候语
10424248822769,我这个订单当时最高定价可以出多钱来着？,邮寄帮卖及鱼市-回收宝,订单与物流类,订单与物流类-其他
10424248819161,验证报告大概多久才出来,回收宝验货宝技能组,其他,未分类
10424248826328,极速回收暂时还没有上门取件，我能不能直接去驿站给你们寄过去。,邮寄回收-回收宝,订单与物流类,订单与物流类-其他
10424248830861,快递不更新,回收宝验货宝技能组,订单与物流类,物流追踪
10424248840704,订单号:2428773170900682879,邮寄回收-回收宝,订单与物流类,订单查询
10424248841635,手机屏幕锁密码是 1924,上门&到店回收-回收宝,账户管理类,登录问题
10424248849738,<img src='https://img.alicdn.com/imgextra/i3/2206461180322/O1CN01Oy3OTa1EFWYkA4t8z_!!2206461180322-0-alxm.jpg'>,上门&到店回收-回收宝,其他,未分类
10424248853331,18521562659,回收宝验货宝技能组,其他,未分类
10424248880308,我要求全面回溯檢測過程,回收宝验货宝技能组,其他,未分类
10424248870499,<img src='https://img.alicdn.com/imgextra/i1/1040425919/O1CN01m7f5j11taxL68k1qK_!!1040425919-0-alxm.jpg'>,回收宝验货宝技能组,其他,未分类
10424248881273,订单号:4189057887502947027,回收宝验货宝技能组,订单与物流类,订单查询
10424248884890,我买了一个手机怎么看不到订单了,回收宝验货宝技能组,订单与物流类,订单与物流类-其他
10424248899203,这单还是按原来的地址退回来给我算了,回收宝验货宝技能组,其他,未分类
10424248902802,订单号:4191731498427607716,邮寄帮卖及鱼市-回收宝,订单与物流类,订单查询
10424248899256,12点之后联系我吧，现在有其他事情，不方便接电话,上门&到店回收-回收宝,其他,未分类
10424248901957,订单号:2427938220633682879,上门&到店回收-回收宝,订单与物流类,订单查询
10424248907327,工程师上门估价怎么付款,上门&到店回收-回收宝,其他,未分类
10424248907357,你好我要求将我手机膜弄掉重新检测屏幕,回收宝验货宝技能组,其他,未分类
10424248903789,我的平版屏幕失灵  没办法取消锁屏密码和id,邮寄回收-回收宝,账户管理类,登录问题
10424248906498,帮我把这个退回来,回收宝验货宝技能组,其他,未分类
10424248908293,13637286603,回收宝验货宝技能组,其他,未分类
10424248944291,订单号:2428570308307279965,回收宝验货宝技能组,订单与物流类,订单查询
10424248950596,这个单客户说不要,回收宝验货宝技能组,其他,未分类
10424248978471,你好,邮寄回收-回收宝,订单与物流类,订单查询
10424249090067,好，我强烈要求处罚涉事员工，要求验货宝给我一个说法，连屏幕都没擦干净的图片据说用作证据说我屏幕有划痕,回收宝验货宝技能组,其他,未分类
10424248986581,手机号停机了，给了正确地址，快递员能直接上门吗,邮寄回收-回收宝,订单与物流类,物流追踪
10424248992822,你们还要多久？这都第3天了,邮寄回收-回收宝,其他,未分类
10424248998258,订单号:2430098942097026799,回收宝验货宝技能组,订单与物流类,订单查询
10424249009055,这个订单买家说不要了，什么时候退回给我,回收宝验货宝技能组,订单与物流类,订单取消
10424249012627,订单号:4190451771693749147,回收宝验货宝技能组,订单与物流类,订单查询
10424249016230,我的手机没有主板维修过,邮寄回收-回收宝,售后服务类,维修服务
10424249019827,服务,回收宝验货宝技能组,其他,未分类
10424249014481,订单号:2427216279415682879,邮寄帮卖及鱼市-回收宝,订单与物流类,订单查询
10424249027039,验货宝会不会拆机,回收宝验货宝技能组,其他,未分类
10424249028879,两台一块退回来了吧？,邮寄回收-回收宝,其他,未分类
10424249032475,<img src='https://img.alicdn.com/imgextra/i3/2214697925964/O1CN01sROa741tvZA7c0OLC_!!2214697925964-0-alxm.jpg'>,回收宝验货宝技能组,其他,未分类
10424249038725,充电试了吗,回收宝验货宝技能组,其他,未分类
10424249054021,订单号:2427806427777682879,邮寄回收-回收宝,订单与物流类,订单查询
10424249050472,订单号:4189895390364823649,回收宝验货宝技能组,订单与物流类,订单查询
10424249059421,麻烦改价噢,上门&到店回收-回收宝,其他,未分类
10424249054996,商品还能开机吗,一口价帮卖-回收宝,其他,未分类
10424249058598,你好,回收宝验货宝技能组,问候语,问候语
10424249061280,昨天的问题处理了么？,邮寄回收-回收宝,其他,未分类
10424249064872,你们这个回收啥子意思,上门&到店回收-回收宝,其他,未分类
10424249076559,订单号:2426452179392682879,邮寄回收-回收宝,订单与物流类,订单查询
10424249081045,查不到物流信息,回收宝验货宝技能组,订单与物流类,物流追踪
10424249079284,视频录像有问题，为什么在报告里面没有显示？,回收宝验货宝技能组,其他,未分类
10424249094501,验机报告怎么面容异常,回收宝验货宝技能组,其他,未分类
10424249093620,验货保多少钱,回收宝验货宝技能组,产品咨询类,产品价格
10424249086497,4183578254048210845,回收宝验货宝技能组,其他,未分类
10424249096360,怎么取消帮卖,邮寄帮卖及鱼市-回收宝,其他,未分类
10424249096395,什么时候系统可以正常回收,上门&到店回收-回收宝,其他,未分类
10424249098191,<img src='https://img.alicdn.com/imgextra/i3/135114227/O1CN01IXidRO1h61CFotupA_!!135114227-0-alxm.jpg'>,邮寄回收-回收宝,其他,未分类
10424249112541,我自己寄的怎么填不了订单号,邮寄回收-回收宝,订单与物流类,订单查询
10424249137722,是的,邮寄回收-回收宝,其他,未分类
10424249143186,订单号:2428455396924682879,邮寄回收-回收宝,订单与物流类,订单查询
10424249157516,麻烦尽快退回，谢谢,邮寄回收-回收宝,其他,未分类
10424249167418,你好，我的这个订单，昨天就送到验货中心快递显示已签收了，为什么闲鱼上还写着等待验货中心签收？,回收宝验货宝技能组,订单与物流类,物流追踪
10424249158476,这手机贴了全胶钢化膜的膜，应该没脱胶,上门&到店回收-回收宝,其他,未分类
10424249166530,订单号:2430814154776682879,上门&到店回收-回收宝,订单与物流类,订单查询
10424249163877,验货宝没有验出来录像有问题。,回收宝验货宝技能组,其他,未分类
10424249164786,<img src='https://img.alicdn.com/imgextra/i4/2200684925875/O1CN0166PJxU1tGnudjbjua_!!2200684925875-0-alxm.jpg'>,回收宝验货宝技能组,其他,未分类
10424249170131,怎么还没检测 ,邮寄回收-回收宝,其他,未分类
10424249170139,订单号:2430376284736682879,上门&到店回收-回收宝,订单与物流类,订单查询
10424249167500,在吗？,邮寄回收-回收宝,订单与物流类,物流追踪
10424249173747,填好就可以了是吗,邮寄回收-回收宝,其他,未分类
10424249176442,早上快递员已经拿走了，一直没给单号没揽收,回收宝验货宝技能组,订单与物流类,物流追踪
10424249181815,把商品邮寄回来。你们评估价钱太低,邮寄回收-回收宝,订单与物流类,订单与物流类-其他
10424249175580,人工,回收宝验货宝技能组,服务咨询类,人工服务
10424249176495,<img src='https://img.alicdn.com/imgextra/i2/2515665353/O1CN01EW7xDN1pPjANDbKLS_!!2515665353-0-alxm.jpg'>,邮寄回收-回收宝,其他,未分类
10424249183626,<img src='https://img.alicdn.com/imgextra/i4/2218192442816/O1CN0147WH3r1WfmLbSLVdl_!!2218192442816-0-alxm.jpg'>,回收宝验货宝技能组,其他,未分类
10424249189041,你们乱搞,回收宝验货宝技能组,其他,未分类
10424249190845,我要投诉你们检测的人，哪个人给我检测的，啥几把水平都能上岗？吗了比的上边带壳久了有点泥，他他妈说我是划痕？你妈的哪个大瞎比检测的？我要投诉他。,上门&到店回收-回收宝,其他,未分类
10424249189966,这个手机是普通手机吧,回收宝验货宝技能组,其他,未分类
10424249208811,什么时候打款,邮寄帮卖及鱼市-回收宝,其他,未分类
10424249215121,工程师在未和卖家确认质检情况下提交，并且质检结果明显不符合实际情况,上门&到店回收-回收宝,其他,未分类
10424249211566,"【闲鱼】https://m.tb.cn/h.T7ET6ka?tk=9cfSebQa2uA ZH4920 「我在闲鱼发布了【HUAWEI nova 7（5G）大陆国行，无任何维修，8G】」
点击链接直接打开",邮寄回收-回收宝,售后服务类,维修服务
10424249219636,能拍个关于本机照片给我么,回收宝验货宝技能组,其他,未分类
10424249219675,尽快退回，谢谢,邮寄回收-回收宝,其他,未分类
10424249225978,不是什么解锁机吧,回收宝验货宝技能组,其他,未分类
10424249233154,你好我拍的东西地址错了,邮寄帮卖及鱼市-回收宝,其他,未分类
10424249243014,订单号:2426776824915682879,上门&到店回收-回收宝,订单与物流类,订单查询
10424249237676,实名认证,上门&到店回收-回收宝,其他,未分类
10424249242191,订单号:4190405580508767323,回收宝验货宝技能组,订单与物流类,订单查询
10424249246643,卖家一直不发货怎么处理,回收宝验货宝技能组,订单与物流类,物流追踪
10424249249352,订单号:2428479013954682879,邮寄回收-回收宝,订单与物流类,订单查询
10424249253818,您好,邮寄回收-回收宝,订单与物流类,订单查询
10424249253891,官方质保到几月,一口价帮卖-回收宝,其他,未分类
10424249261088,人工客服,回收宝验货宝技能组,服务咨询类,人工服务
10424249264654,可以尽快安排退回吗,邮寄回收-回收宝,其他,未分类
10424249265554,你好，苹果的密码怎么关闭？,邮寄回收-回收宝,账户管理类,登录问题
10424249280816,我买的手机发来的图片是漏液了吗,回收宝验货宝技能组,其他,未分类
10424249277230,你好,回收宝验货宝技能组,售后服务类,退货处理
10424249277250,你好我要求我这一单换一个验机师傅撕掉手机膜复检屏幕,回收宝验货宝技能组,其他,未分类
10424249273689,现在是怎么回事,回收宝验货宝技能组,其他,未分类
10424249275499,<img src='https://img.alicdn.com/imgextra/i2/2218539973405/O1CN01GbTpvB1b1Xd7OARKD_!!2218539973405-0-alxm.jpg'>,回收宝验货宝技能组,其他,未分类
10424249285349,<img src='https://img.alicdn.com/imgextra/i1/2289431459/O1CN01MFwWie1MeGsx4ms67_!!2289431459-0-alxm.jpg'>,邮寄回收-回收宝,其他,未分类
10424249288038,订单号:4185225108643448110,回收宝验货宝技能组,订单与物流类,订单查询
10424249290768,验货宝没验出来问题。,回收宝验货宝技能组,其他,未分类
10424249289868,<img src='https://img.alicdn.com/imgextra/i2/2217060526260/O1CN01qqfRik1w78OjjWdOp_!!2217060526260-0-alxm.jpg'>,回收宝验货宝技能组,其他,未分类
10424249296163,现在什么状态  ,邮寄回收-回收宝,其他,未分类
10424249305123,这个是7天无理由退款吗,一口价帮卖-回收宝,售后服务类,退款处理
10424249296189,你好,邮寄帮卖及鱼市-回收宝,问候语,问候语
10424249307829,我的这个商品3天了怎么还没质检啊,上门&到店回收-回收宝,其他,未分类
10424249328527,卖家图上有的划痕没有照出来.没有的图有划痕,回收宝验货宝技能组,其他,未分类
10424249308778,订单号:2429594979838465288,回收宝验货宝技能组,订单与物流类,订单查询
10424249316872,刚才那个链接里面的保修期到什么时候？,一口价帮卖-回收宝,售后服务类,维修服务
10424249316000,人工客服,回收宝验货宝技能组,服务咨询类,人工服务
10424249318678,2430826466774233968,回收宝验货宝技能组,其他,未分类
10424249329421,订单号:2428957311454583382,回收宝验货宝技能组,订单与物流类,订单查询
10424249324958,订单号:4188337310651842729,回收宝验货宝技能组,订单与物流类,订单查询
10424249324996,<img src='https://img.alicdn.com/imgextra/i1/3777014606/O1CN01wq2ZzF1jtbIydJqqc_!!3777014606-0-alxm.jpg'>,回收宝验货宝技能组,其他,未分类
10424249368157,<img src='https://img.alicdn.com/imgextra/i3/1065378792/O1CN01Aw2k6N2EonEj0aYgy_!!1065378792-0-alxm.jpg'>,回收宝验货宝技能组,其他,未分类
10424249331263,(0755) 2542 5319,回收宝验货宝技能组,其他,未分类
10424249335771,13934036409,邮寄回收-回收宝,其他,未分类
10424249350168,订单号:2425884672826682879,邮寄回收-回收宝,订单与物流类,订单查询
10424249359118,你好,回收宝验货宝技能组,订单与物流类,订单查询
10424249352890,没回收好,邮寄回收-回收宝,其他,未分类
10424249350195,订单号:2428976101022682879,邮寄回收-回收宝,订单与物流类,订单查询
10424249361898,很明显的划痕,回收宝验货宝技能组,其他,未分类
10424249374409,订单号:2427111734797964394,回收宝验货宝技能组,订单与物流类,订单查询
10424249376247,网上评估价格 236，实际 82，这个相差太大了吧,邮寄回收-回收宝,产品咨询类,产品价格
10424249374487,订单号:2428326699460802088,回收宝验货宝技能组,订单与物流类,订单查询
10424249386118,这个订单自动延长时间,回收宝验货宝技能组,订单与物流类,订单与物流类-其他
10424249386149,可以看一下爱思是不是红的吗,回收宝验货宝技能组,其他,未分类
10424249383467,我这发到这里还不行,回收宝验货宝技能组,其他,未分类
10424249388843,周日质检上班吗,邮寄回收-回收宝,其他,未分类
10424249395137,取消订单,上门&到店回收-回收宝,订单与物流类,订单取消
10424249388900,投诉,上门&到店回收-回收宝,其他,未分类
10424249389794,为什么我的验货一直没有进度,回收宝验货宝技能组,其他,未分类
10424249394275,你们客服准备什么时候联系我,回收宝验货宝技能组,服务咨询类,人工服务
10424249400533,为什么不回收,邮寄回收-回收宝,其他,未分类
10424249408611,15800798851,邮寄回收-回收宝,其他,未分类
10424249417605,闲鱼这也不符合验错包赔服务,回收宝验货宝技能组,其他,未分类
10424249414095,手机未维修过啊,上门&到店回收-回收宝,售后服务类,维修服务
10424249423068,客服电话,回收宝验货宝技能组,服务咨询类,人工服务
10424249425735,订单号:2429338227048206865,回收宝验货宝技能组,订单与物流类,订单查询
10424249433867,我要退货退款。,回收宝验货宝技能组,售后服务类,退款处理
10424249504982,<img src='https://img.alicdn.com/imgextra/i3/2808546877/O1CN01m9wR0y20filqVteSU_!!2808546877-0-alxm.jpg'>,回收宝验货宝技能组,其他,未分类
10424249441086,为什么显示我花呗扣钱了,邮寄回收-回收宝,其他,未分类
10424249441093,以前都有爱思图  现在怎么没有了,回收宝验货宝技能组,其他,未分类
10424249459925,订单号:2428074915799682879,邮寄回收-回收宝,订单与物流类,订单查询
10424249453687,人工,回收宝验货宝技能组,服务咨询类,人工服务
10424249460876,我想在清晰的看看划痕图片,回收宝验货宝技能组,其他,未分类
10424249467127,那个拍玩的东西,邮寄帮卖及鱼市-回收宝,其他,未分类
10424249465389,<img src='https://img.alicdn.com/imgextra/i2/2697022270/O1CN01c5AbCz1Sdi5yjdr4q_!!2697022270-0-alxm.jpg'>,回收宝验货宝技能组,其他,未分类
10424249469867,我这个回收报告就不能改了吗,上门&到店回收-回收宝,其他,未分类
10424249475257,订单号:2428209231250682879,邮寄回收-回收宝,订单与物流类,订单查询
10424249480641,订单号:2427449556874829991,回收宝验货宝技能组,订单与物流类,订单查询
10424249486053,订单号:4188634239761026602,回收宝验货宝技能组,订单与物流类,订单查询
10424249498646,怎么样了,回收宝验货宝技能组,其他,未分类
10424249505818,你好,回收宝验货宝技能组,订单与物流类,物流追踪
10424249504981,我这个订单发货预约怎么预约到明天了,回收宝验货宝技能组,订单与物流类,物流追踪
10424249517577,请问下我的设备现在是什么状况,上门&到店回收-回收宝,其他,未分类
10424249522097,人工客服,邮寄回收-回收宝,服务咨询类,人工服务
10424249535532,订单号:4180444200766843408,回收宝验货宝技能组,订单与物流类,订单查询
10424249539128,怎么这么低啊,邮寄回收-回收宝,其他,未分类
10424249535554,什么时候验货？,回收宝验货宝技能组,其他,未分类
10424249531999,快点处理。,邮寄回收-回收宝,其他,未分类
10424249540952,质检咋样了,邮寄回收-回收宝,其他,未分类
10424249539173,订单号:4189412376234872545,回收宝验货宝技能组,订单与物流类,订单查询
10424249544584,我通过验货宝买的机器不对,回收宝验货宝技能组,其他,未分类
10424249548170,你好,回收宝验货宝技能组,订单与物流类,订单查询
10424249558972,不是自己卖的。,保卖计划技能组,其他,未分类
10424249571566,你好,回收宝验货宝技能组,售后服务类,维修服务
10424249571574,可以咨询验货的订单吗,回收宝验货宝技能组,订单与物流类,订单与物流类-其他
10424249573355,订单号:2431241005033682879,上门&到店回收-回收宝,订单与物流类,订单查询
10424249576952,配件一起发去没事吧,回收宝验货宝技能组,其他,未分类
10424249574279,订单号:2430312205438291452,回收宝验货宝技能组,订单与物流类,订单查询
10424249585088,什么时候打过来,邮寄回收-回收宝,其他,未分类
10424249596718,能给出这个价不？,邮寄回收-回收宝,其他,未分类
10424249587788,人工客服,回收宝验货宝技能组,服务咨询类,人工服务
10424249603001,麻烦帮我查下这单验货单,回收宝验货宝技能组,其他,未分类
10424249606652,订单号:2428976101022682879,邮寄回收-回收宝,订单与物流类,订单查询
10424249610245,什么时候打款,邮寄回收-回收宝,其他,未分类
10424249611144,怎么有一道折痕,回收宝验货宝技能组,其他,未分类
10424249622892,你好 我要求出具关于屏幕划痕更多角度和光线的照片 因为手机发出去是完好的 但图片划痕看起来很夸张 我需要确认一下是否是拍摄手法原因,回收宝验货宝技能组,其他,未分类
10424249693956,你们检测那边给我手机搞坏了，手机按键严重失灵你们现在就是打死不承认了是吗,回收宝验货宝技能组,售后服务类,维修服务
10424249629165,几台手机已经确认 线下104元今晚记得及时补,邮寄回收-回收宝,其他,未分类
10424249630967,闲鱼官方客服,回收宝验货宝技能组,服务咨询类,人工服务
10424249633643,我把钱转给你还有把我的手机给我发过来,邮寄回收-回收宝,其他,未分类
10424249637296,订单号:4189311936898010646,回收宝验货宝技能组,订单与物流类,订单查询
10424249642643,需要重新检测,邮寄回收-回收宝,其他,未分类
10424249647192,AC0QQD543D,回收宝验货宝技能组,其他,未分类
10424249662426,我要的照片呢？,上门&到店回收-回收宝,其他,未分类
10424249670509,我这边有个订单你们验货报告完全不符,回收宝验货宝技能组,订单与物流类,订单与物流类-其他
10424249665167,你好，验货中心那边的电话怎么打不通呢,回收宝验货宝技能组,其他,未分类
10424249668737,订单号:2428714634283682879,邮寄回收-回收宝,订单与物流类,订单查询
10424249675942,这个验货报告你能查到吗,回收宝验货宝技能组,其他,未分类
10424249675968,我发验货宝一个手机,回收宝验货宝技能组,其他,未分类
10424249691281,你好，我现在在荣耀售后了，他现在需要拆机检查,回收宝验货宝技能组,其他,未分类
10424249701114,订单号:4190240448072778920,回收宝验货宝技能组,订单与物流类,订单查询
10424249698427,你好 ，我的还没有处理好吗,邮寄回收-回收宝,其他,未分类
10424249700279,你好 货已经发到验货中心,回收宝验货宝技能组,其他,未分类
10424249716401,你好,上门&到店回收-回收宝,问候语,问候语
10424249719110,拍下配件照片,回收宝验货宝技能组,其他,未分类
10424249712890,订单号:4188976275978837102,回收宝验货宝技能组,订单与物流类,订单查询
10424249723628,电池还剩多少,一口价帮卖-回收宝,其他,未分类
10424249717398,您好，我这个订单价格不符合预期，有帮我沟通吗,邮寄回收-回收宝,订单与物流类,订单与物流类-其他
10424249727239,给我同意退回。,邮寄回收-回收宝,其他,未分类
10424249752473,您好，我是买家，这一单我退货退款，已经邮寄到验货中心了，多会儿能邮寄给卖家,回收宝验货宝技能组,订单与物流类,订单与物流类-其他
10424249741634,屏幕划痕是去掉贴膜验的吗,回收宝验货宝技能组,其他,未分类
10424249746140,什么时候会出结果呢？,回收宝验货宝技能组,其他,未分类
10424249747087,还要多久？,回收宝验货宝技能组,其他,未分类
10424249759608,您好？,回收宝验货宝技能组,订单与物流类,订单查询
10424249775873,不应该啊，屏幕好好的，一直贴膜，除了边框确实有点划伤,上门&到店回收-回收宝,其他,未分类
10424249787526,今天我要收到退回通知。,邮寄回收-回收宝,其他,未分类
10424249788458,我刚出售了一个手机，因为之前坏了一直放着，现在开不了机了。直接寄出没问题吧,邮寄回收-回收宝,订单与物流类,订单与物流类-其他
10424249788460,人工,邮寄回收-回收宝,服务咨询类,人工服务
10424249789348,你好,回收宝验货宝技能组,订单与物流类,订单查询
10424249792940,手机什么时候退回,邮寄回收-回收宝,其他,未分类
